AGT001_FinalObject_ObjectInstanceVariable,PASS,
AGT002_FinalObject_ObjectInstanceVariableArrayComponent,PASS,
AGT003_FinalObject_ThisInstanceVariable,PASS,
AGT004_FinalObject_ThisInstanceVariableArrayComponent,PASS,
AGT005_FinalObject_ClassVariable,PASS,
AGT006_FinalObject_ClassVariableArrayComponent,PASS,
AGT007_FinalObject_Parameter,PASS,
AGT008_FinalObject_ParameterArrayComponent,PASS,
AGT009_FinalObject_ParameterInstanceVariable,PASS,
AGT010_FinalObject_ParameterInstanceVariableArrayComponent,PASS,
AGT011_ByteLiteral_ObjectInstanceVariable,PASS,
AGT012_ByteLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT013_ByteLiteral_ThisInstanceVariable,PASS,
AGT014_ByteLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT015_ByteLiteral_ClassVariable,PASS,
AGT016_ByteLiteral_ClassVariableArrayComponent,PASS,
AGT017_ByteLiteral_Parameter,PASS,
AGT018_ByteLiteral_ParameterArrayComponent,PASS,
AGT019_ByteLiteral_ParameterInstanceVariable,PASS,
AGT020_ByteLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT021_CharLiteral_ObjectInstanceVariable,PASS,
AGT022_CharLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT023_CharLiteral_ThisInstanceVariable,PASS,
AGT024_CharLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT025_CharLiteral_ClassVariable,PASS,
AGT026_CharLiteral_ClassVariableArrayComponent,PASS,
AGT027_CharLiteral_Parameter,PASS,
AGT028_CharLiteral_ParameterArrayComponent,PASS,
AGT029_CharLiteral_ParameterInstanceVariable,PASS,
AGT030_CharLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT031_ShortLiteral_ObjectInstanceVariable,PASS,
AGT032_ShortLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT033_ShortLiteral_ThisInstanceVariable,PASS,
AGT034_ShortLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT035_ShortLiteral_ClassVariable,PASS,
AGT036_ShortLiteral_ClassVariableArrayComponent,PASS,
AGT037_ShortLiteral_Parameter,PASS,
AGT038_ShortLiteral_ParameterArrayComponent,PASS,
AGT039_ShortLiteral_ParameterInstanceVariable,PASS,
AGT040_ShortLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT041_IntLiteral_ObjectInstanceVariable,PASS,
AGT042_IntLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT043_IntLiteral_ThisInstanceVariable,PASS,
AGT044_IntLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT045_IntLiteral_ClassVariable,PASS,
AGT046_IntLiteral_ClassVariableArrayComponent,PASS,
AGT047_IntLiteral_Parameter,PASS,
AGT048_IntLiteral_ParameterArrayComponent,PASS,
AGT049_IntLiteral_ParameterInstanceVariable,PASS,
AGT050_IntLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT051_LongLiteral_ObjectInstanceVariable,PASS,
AGT052_LongLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT053_LongLiteral_ThisInstanceVariable,PASS,
AGT054_LongLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT055_LongLiteral_ClassVariable,PASS,
AGT056_LongLiteral_ClassVariableArrayComponent,PASS,
AGT057_LongLiteral_Parameter,PASS,
AGT058_LongLiteral_ParameterArrayComponent,PASS,
AGT059_LongLiteral_ParameterInstanceVariable,PASS,
AGT060_LongLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT061_FloatLiteral_ObjectInstanceVariable,PASS,
AGT062_FloatLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT063_FloatLiteral_ThisInstanceVariable,PASS,
AGT064_FloatLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT065_FloatLiteral_ClassVariable,PASS,
AGT066_FloatLiteral_ClassVariableArrayComponent,PASS,
AGT067_FloatLiteral_Parameter,PASS,
AGT068_FloatLiteral_ParameterArrayComponent,PASS,
AGT069_FloatLiteral_ParameterInstanceVariable,PASS,
AGT070_FloatLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT071_DoubleLiteral_ObjectInstanceVariable,PASS,
AGT072_DoubleLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT073_DoubleLiteral_ThisInstanceVariable,PASS,
AGT074_DoubleLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT075_DoubleLiteral_ClassVariable,PASS,
AGT076_DoubleLiteral_ClassVariableArrayComponent,PASS,
AGT077_DoubleLiteral_Parameter,PASS,
AGT078_DoubleLiteral_ParameterArrayComponent,PASS,
AGT079_DoubleLiteral_ParameterInstanceVariable,PASS,
AGT080_DoubleLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT081_BooleanLiteral_ObjectInstanceVariable,PASS,
AGT082_BooleanLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT083_BooleanLiteral_ThisInstanceVariable,PASS,
AGT084_BooleanLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT085_BooleanLiteral_ClassVariable,PASS,
AGT086_BooleanLiteral_ClassVariableArrayComponent,PASS,
AGT087_BooleanLiteral_Parameter,PASS,
AGT088_BooleanLiteral_ParameterArrayComponent,PASS,
AGT089_BooleanLiteral_ParameterInstanceVariable,PASS,
AGT090_BooleanLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT091_StringLiteral_ObjectInstanceVariable,PASS,
AGT092_StringLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT093_StringLiteral_ThisInstanceVariable,PASS,
AGT094_StringLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT095_StringLiteral_ClassVariable,PASS,
AGT096_StringLiteral_ClassVariableArrayComponent,PASS,
AGT097_StringLiteral_Parameter,PASS,
AGT098_StringLiteral_ParameterArrayComponent,PASS,
AGT099_StringLiteral_ParameterInstanceVariable,PASS,
AGT100_StringLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT101_NullLiteral_ObjectInstanceVariable,PASS,
AGT102_NullLiteral_ObjectInstanceVariableArrayComponent,PASS,
AGT103_NullLiteral_ThisInstanceVariable,PASS,
AGT104_NullLiteral_ThisInstanceVariableArrayComponent,PASS,
AGT105_NullLiteral_ClassVariable,PASS,
AGT106_NullLiteral_ClassVariableArrayComponent,PASS,
AGT107_NullLiteral_Parameter,PASS,
AGT108_NullLiteral_ParameterArrayComponent,PASS,
AGT109_NullLiteral_ParameterInstanceVariable,PASS,
AGT110_NullLiteral_ParameterInstanceVariableArrayComponent,PASS,
AGT111_This_ObjectInstanceVariable,PASS,
AGT112_This_ObjectInstanceVariableArrayComponent,PASS,
AGT113_This_ThisInstanceVariable,PASS,
AGT114_This_ThisInstanceVariableArrayComponent,PASS,
AGT115_This_ClassVariable,PASS,
